ensembl_id,entrez_id,hgnc_symbol,hgnc_name,cytogenetic_location,uni_protein_id,gene_biotype
ENSG00000225558,,,,,,
ENSG00000117143,6675.0,UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1,1q23.3,A0A140VKC0,protein_coding
ENSG00000175879,3234.0,HOXD8,homeobox D8,2q31.1,P13378,protein_coding
ENSG00000212306,,,,,,
ENSG00000013306,51629.0,SLC25A39,solute carrier family 25 member 39,17q21.31,Q9BZJ4,protein_coding
ENSG00000135541,54806.0,AHI1,Abelson helper integration site 1,6q23.3,Q8N157,protein_coding
ENSG00000223981,,,,,,
ENSG00000199411,,,,,,
ENSG00000232173,,,,,,
ENSG00000207000,,,,,,
ENSG00000272807,,,,,,
ENSG00000202260,,,,,,
ENSG00000267388,,,,,,
ENSG00000163788,54861.0,SNRK,SNF related kinase,3p22.1,A0A024R2Y6,protein_coding
ENSG00000221066,692214.0,SNORD111,"small nucleolar RNA, C/D box 111",16q22.1,,snoRNA
ENSG00000203859,3284.0,HSD3B2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",1p12,A0A024R0F9,protein_coding
ENSG00000249778,,,,,,
ENSG00000212358,,,,,,
ENSG00000166946,23582.0,CCNDBP1,cyclin D1 binding protein 1,15q15.2,O95273,protein_coding
ENSG00000264304,,,,,,
ENSG00000201394,,,,,,
ENSG00000254319,101927815.0,LOC101927815,uncharacterized LOC101927815,8p23.2,,lincRNA
ENSG00000107807,3195.0,TLX1,T-cell leukemia homeobox 1,10q24.31,P31314,protein_coding
ENSG00000248343,,,,,,
ENSG00000169239,11238.0,CA5B,carbonic anhydrase 5B,Xp22.2,A0A024RBW9,protein_coding
ENSG00000205955,,,,,,
ENSG00000207706,574472.0,MIR518F,microRNA 518f,19q13.42,,miRNA
ENSG00000233243,,,,,,
ENSG00000252538,,,,,,
ENSG00000227986,,,,,,
ENSG00000236086,,,,,,
ENSG00000243444,114299.0,PALM2,paralemmin 2,9q31.3,Q8IXS6,protein_coding
ENSG00000177303,57513.0,CASKIN2,CASK interacting protein 2,17q25.1,Q8WXE0,protein_coding
ENSG00000183432,,,,,,
ENSG00000201467,,,,,,
ENSG00000221774,,,,,,
ENSG00000237565,,,,,,
ENSG00000215241,101927905.0,LOC101927905,uncharacterized LOC101927905,12p13.31,,lincRNA
ENSG00000112339,10767.0,HBS1L,HBS1 like translational GTPase,6q23.3,Q9Y450,protein_coding
ENSG00000213130,,,,,,
ENSG00000270160,,,,,,
ENSG00000234790,,,,,,
ENSG00000264273,,,,,,
ENSG00000229009,644759.0,TMPRSS11GP,"transmembrane protease, serine 11G, pseudogene",4q13.2,,transcribed_unprocessed_pseudogene
ENSG00000167881,6730.0,SRP68,signal recognition particle 68,17q25.1,Q9UHB9,protein_coding
ENSG00000232130,,,,,,
ENSG00000228696,51326.0,ARL17A,ADP ribosylation factor like GTPase 17A,17q21.31,A8K0M5,protein_coding
ENSG00000145244,10699.0,CORIN,"corin, serine peptidase",4p12,A0A087X1D5,protein_coding
ENSG00000167046,,,,,,
ENSG00000147548,54904.0,NSD3,nuclear receptor binding SET domain protein 3,8p11.23,Q9BZ95,protein_coding
ENSG00000110104,79080.0,CCDC86,coiled-coil domain containing 86,11q12.2,Q9H6F5,protein_coding
ENSG00000270695,,,,,,
ENSG00000250732,,,,,,
ENSG00000155833,1539.0,CYLC2,cylicin 2,9q31.1,A0A024R146,protein_coding
ENSG00000075239,38.0,ACAT1,acetyl-CoA acetyltransferase 1,11q22.3,A0A140VJX1,protein_coding
ENSG00000269494,,,,,,
ENSG00000221607,,,,,,
ENSG00000264569,,,,,,
ENSG00000239268,,,,,,
ENSG00000222109,,,,,,
ENSG00000183496,84206.0,MEX3B,mex-3 RNA binding family member B,15q25.2,Q6ZN04,protein_coding
ENSG00000116906,8443.0,GNPAT,glyceronephosphate O-acyltransferase,1q42.2,O15228,protein_coding
ENSG00000264020,,,,,,
ENSG00000234743,,,,,,
ENSG00000215302,,,,,,
ENSG00000181518,338662.0,OR8D4,olfactory receptor family 8 subfamily D member 4,11q24.1,Q8NGM9,protein_coding
ENSG00000237806,,,,,,
ENSG00000213495,,,,,,
ENSG00000265041,,,,,,
ENSG00000256826,,,,,,
ENSG00000271379,,,,,,
ENSG00000234664,,,,,,
ENSG00000236191,,,,,,
ENSG00000241464,,,,,,
ENSG00000261359,100652740.0,PYCARD-AS1,PYCARD antisense RNA 1,16p11.2,,antisense
ENSG00000100934,10484.0,SEC23A,"Sec23 homolog A, coat complex II component",14q21.1,Q15436,protein_coding
ENSG00000198612,10920.0,COPS8,COP9 signalosome subunit 8,2q37.3,A0A024R4D1,protein_coding
ENSG00000155961,116442.0,RAB39B,"RAB39B, member RAS oncogene family",Xq28,Q96DA2,protein_coding
ENSG00000148572,29982.0,NRBF2,nuclear receptor binding factor 2,10q21.3,Q96F24,protein_coding
ENSG00000004455,204.0,AK2,adenylate kinase 2,1p35.1,P54819,protein_coding
ENSG00000233207,,,,,,
ENSG00000207072,,,,,,
ENSG00000172071,9451.0,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3,2p11.2,E7ER02,protein_coding
ENSG00000221756,,,,,,
ENSG00000183305,266740.0,MAGEA2B,MAGE family member A2B,Xq28,A0A024RC17,protein_coding
ENSG00000135801,27097.0,TAF5L,TATA-box binding protein associated factor 5 like,1q42.13,O75529,protein_coding
ENSG00000260389,441818.0,WBP11P1,WW domain binding protein 11 pseudogene 1,18q12.1,,transcribed_processed_pseudogene
ENSG00000104537,312.0,ANXA13,annexin A13,8q24.13,P27216,protein_coding
ENSG00000200293,,,,,,
ENSG00000261338,,,,,,
ENSG00000235864,,,,,,
ENSG00000221601,,,,,,
ENSG00000265023,,,,,,
ENSG00000179938,653073.0,GOLGA8J,golgin A8 family member J,15q13.2,A6NMD2,protein_coding
ENSG00000109083,90410.0,IFT20,intraflagellar transport 20,17q11.2,Q8IY31,protein_coding
ENSG00000256683,59348.0,ZNF350,zinc finger protein 350,19q13.41,Q9GZX5,protein_coding
ENSG00000264722,100846994.0,MIR3670-2,microRNA 3670-2,16p13.11,,miRNA
ENSG00000269807,,,,,,
ENSG00000269223,,,,,,
ENSG00000252619,,,,,,
ENSG00000254819,105376599.0,LOC105376599,uncharacterized LOC105376599,11p14.2,,lincRNA
ENSG00000171385,3752.0,KCND3,potassium voltage-gated channel subfamily D member 3,1p13.2,Q9UK17,protein_coding
ENSG00000201700,767563.0,SNORD113-3,"small nucleolar RNA, C/D box 113-3",14q32.31,,snoRNA
ENSG00000207109,,,,,,
ENSG00000184156,3786.0,KCNQ3,potassium voltage-gated channel subfamily Q member 3,8q24.22,O43525,protein_coding
ENSG00000252537,,,,,,
ENSG00000226859,,,,,,
ENSG00000206895,,,,,,
ENSG00000147274,27316.0,RBMX,"RNA binding motif protein, X-linked",Xq26.3,P38159,protein_coding
ENSG00000105219,79935.0,CNTD2,cyclin N-terminal domain containing 2,19q13.2,Q9H8S5,protein_coding
ENSG00000102804,8848.0,TSC22D1,TSC22 domain family member 1,13q14.11,A0A087X0H8,protein_coding
ENSG00000213250,,,,,,
ENSG00000229511,,,,,,
ENSG00000251914,,,,,,
ENSG00000259350,,,,,,
ENSG00000261218,,,,,,
ENSG00000254929,,,,,,
ENSG00000225289,,,,,,
ENSG00000227305,,,,,,
ENSG00000271816,729096.0,BMS1P4,"BMS1, ribosome biogenesis factor pseudogene 4",10q22.2,,processed_transcript
ENSG00000253910,56103.0,PCDHGB2,"protocadherin gamma subfamily B, 2",5q31.3,Q9Y5G2,protein_coding
ENSG00000229660,,,,,,
ENSG00000250141,,,,,,
ENSG00000214783,84820.0,POLR2J4,"RNA polymerase II subunit J4, pseudogene",7p13,,processed_transcript
ENSG00000217239,,,,,,
ENSG00000163214,90957.0,DHX57,DExH-box helicase 57,2p22.1,Q6P158,protein_coding
ENSG00000134802,29015.0,SLC43A3,solute carrier family 43 member 3,11q12.1,A0A024R4Y2,protein_coding
ENSG00000213703,,,,,,
ENSG00000230266,101410543.0,XXYLT1-AS2,XXYLT1 antisense RNA 2,3q29,,antisense
ENSG00000137558,51050.0,PI15,peptidase inhibitor 15,8q21.13,O43692,protein_coding
ENSG00000235306,,,,,,
ENSG00000126970,55906.0,ZC4H2,zinc finger C4H2-type containing,Xq11.2,Q9NQZ6,protein_coding
ENSG00000182551,55256.0,ADI1,acireductone dioxygenase 1,2p25.3,Q9BV57,protein_coding
ENSG00000206947,,,,,,
ENSG00000129744,417.0,ART1,ADP-ribosyltransferase 1,11p15.4,P52961,protein_coding
ENSG00000106038,2128.0,EVX1,even-skipped homeobox 1,7p15.2,B4DRC0,protein_coding
ENSG00000271420,,,,,,
ENSG00000134490,85019.0,TMEM241,transmembrane protein 241,18q11.2,B4DH40,protein_coding
ENSG00000206990,,,,,,
ENSG00000201367,,,,,,
ENSG00000186827,7293.0,TNFRSF4,TNF receptor superfamily member 4,1p36.33,P43489,protein_coding
ENSG00000271130,,,,,,
ENSG00000198722,10497.0,UNC13B,unc-13 homolog B,9p13.3,O14795,protein_coding
ENSG00000239017,,,,,,
ENSG00000227597,,,,,,
ENSG00000091128,22798.0,LAMB4,laminin subunit beta 4,7q31.1,A4D0S4,protein_coding
ENSG00000216127,,,,,,
ENSG00000242288,,,,,,
ENSG00000253344,,,,,,
ENSG00000116898,64960.0,MRPS15,mitochondrial ribosomal protein S15,1p34.3,P82914,protein_coding
ENSG00000199851,,,,,,
ENSG00000091536,51168.0,MYO15A,myosin XVA,17p11.2,Q9UKN7,protein_coding
ENSG00000201790,,,,,,
ENSG00000256371,,,,,,
ENSG00000252259,,,,,,
ENSG00000143369,1893.0,ECM1,extracellular matrix protein 1,1q21.2,Q16610,protein_coding
ENSG00000236513,101928201.0,LOC101928201,uncharacterized LOC101928201,Xp22.32,,lincRNA
ENSGR0000223484,,,,,,
ENSG00000237099,,,,,,
ENSG00000137710,5962.0,RDX,radixin,11q22.3,P35241,protein_coding
ENSG00000201668,,,,,,
ENSG00000075073,6865.0,TACR2,tachykinin receptor 2,10q22.1,P21452,protein_coding
ENSG00000136270,9238.0,TBRG4,transforming growth factor beta regulator 4,7p13,B3KRS4,protein_coding
ENSG00000244222,,,,,,
ENSG00000213892,388551.0,CEACAM16,carcinoembryonic antigen related cell adhesion molecule 16,19q13.31-q13.32,Q2WEN9,protein_coding
ENSG00000255096,,,,,,
ENSG00000212190,,,,,,
ENSG00000266441,,,,,,
ENSG00000259990,,,,,,
ENSG00000256769,,,,,,
ENSG00000267026,102724684.0,LOC102724684,uncharacterized LOC102724684,9q22.33,,antisense
ENSG00000134453,84991.0,RBM17,RNA binding motif protein 17,10p15.1,Q5W009,protein_coding
ENSG00000259633,,,,,,
ENSG00000221026,,,,,,
ENSG00000203496,,,,,,
ENSG00000231940,,,,,,
ENSG00000198298,220992.0,ZNF485,zinc finger protein 485,10q11.21,A0A024R7T5,protein_coding
ENSG00000184933,8590.0,OR6A2,olfactory receptor family 6 subfamily A member 2,11p15.4,A0A126GW91,protein_coding
ENSG00000244295,,,,,,
ENSG00000237474,,,,,,
ENSG00000196993,728734.0,NPIPB8,nuclear pore complex interacting protein family member B8,16p11.2,E9PQR5,protein_coding
ENSG00000267626,,,,,,
ENSG00000179914,55600.0,ITLN1,intelectin 1,1q23.3,Q8WWA0,protein_coding
ENSG00000250403,,,,,,
ENSG00000243637,,,,,,
ENSG00000234214,,,,,,
ENSG00000168843,56884.0,FSTL5,follistatin like 5,4q32.2,Q8N475,protein_coding
ENSG00000254208,,,,,,
ENSG00000171720,8841.0,HDAC3,histone deacetylase 3,5q31.3,O15379,protein_coding
ENSG00000169252,154.0,ADRB2,adrenoceptor beta 2,5q32,P07550,protein_coding
ENSG00000262959,,,,,,
ENSG00000259001,,,,,,
ENSG00000256316,,,,,,
ENSG00000254718,101927702.0,LOC101927702,uncharacterized LOC101927702,14q23.1,,antisense
ENSG00000251744,,,,,,
ENSG00000260845,,,,,,
ENSG00000198189,51170.0,HSD17B11,hydroxysteroid 17-beta dehydrogenase 11,4q22.1,Q8NBQ5,protein_coding
ENSG00000265007,100422891.0,MIR4327,microRNA 4327,21q22.11,,miRNA
ENSG00000254511,,,,,,
ENSG00000232723,,,,,,
ENSG00000254064,100507071.0,LOC100507071,uncharacterized LOC100507071,8p21.3,,antisense
ENSG00000181908,100996455.0,LOC100996455,uncharacterized LOC100996455,11q13.1,,lincRNA
ENSG00000267712,100505474.0,LINC01539,long intergenic non-protein coding RNA 1539,18q21.2,,lincRNA
ENSG00000255532,,,,,,
ENSG00000230615,,,,,,
ENSG00000261002,,,,,,
ENSG00000102096,11040.0,PIM2,"Pim-2 proto-oncogene, serine/threonine kinase",Xp11.23,A0A024QYW7,protein_coding
ENSG00000198986,,,,,,
ENSG00000228437,,,,,,
ENSG00000231011,,,,,,
ENSG00000269996,,,,,,
ENSG00000127928,2792.0,GNGT1,G protein subunit gamma transducin 1,7q21.3,P63211,protein_coding
ENSG00000259698,,,,,,
ENSG00000168066,7536.0,SF1,splicing factor 1,11q13.1,Q15637,protein_coding
ENSG00000166118,219938.0,SPATA19,spermatogenesis associated 19,11q25,A0A140VKB6,protein_coding
ENSG00000233524,,,,,,
ENSG00000240401,,,,,,
ENSG00000167705,83547.0,RILP,Rab interacting lysosomal protein,17p13.3,Q96NA2,protein_coding
ENSG00000238113,103352539.0,LINC01410,long intergenic non-protein coding RNA 1410,9q13,,lincRNA
ENSG00000256604,,,,,,
ENSG00000225343,,,,,,
ENSG00000237521,26648.0,OR7E24,olfactory receptor family 7 subfamily E member 24,19p13.2,Q6IFN5,protein_coding
ENSG00000268711,,,,,,
ENSG00000198753,5365.0,PLXNB3,plexin B3,Xq28,A8K920,protein_coding
ENSG00000236562,,,,,,
ENSG00000261781,101927876.0,LINC01654,long intergenic non-protein coding RNA 1654,1p36.13,,lincRNA
ENSG00000173867,,,,,,
ENSG00000115827,80067.0,DCAF17,DDB1 and CUL4 associated factor 17,2q31.1,F5H7W1,protein_coding
ENSG00000201421,,,,,,
ENSG00000140265,146050.0,ZSCAN29,zinc finger and SCAN domain containing 29,15q15.3,Q05BJ4,protein_coding
ENSG00000252110,,,,,,
ENSG00000197978,440295.0,GOLGA6L9,golgin A6 family-like 9,15q25.2,A6NEM1,protein_coding
ENSG00000127083,4958.0,OMD,osteomodulin,9q22.31,Q99983,protein_coding
ENSG00000206812,,,,,,
ENSG00000248328,,,,,,
ENSG00000240202,,,,,,
ENSG00000131171,6451.0,SH3BGRL,SH3 domain binding glutamate rich protein like,Xq21.1,O75368,protein_coding
ENSG00000089327,53827.0,FXYD5,FXYD domain containing ion transport regulator 5,19q13.12,Q96DB9,protein_coding
ENSG00000267389,,,,,,
ENSG00000266628,,,,,,
ENSG00000225072,,,,,,
ENSG00000162971,129450.0,TYW5,tRNA-yW synthesizing protein 5,2q33.1,A2RUC4,protein_coding
ENSG00000241929,,,,,,
ENSG00000212624,,,,,,
ENSG00000167964,25837.0,RAB26,"RAB26, member RAS oncogene family",16p13.3,Q9ULW5,protein_coding
ENSG00000227544,100506725.0,LOC100506725,uncharacterized LOC100506725,7p14.2,,lincRNA
ENSG00000271056,,,,,,
ENSG00000229458,,,,,,
ENSG00000166128,51762.0,RAB8B,"RAB8B, member RAS oncogene family",15q22.2,Q92930,protein_coding
ENSG00000214562,728130.0,NUTM2D,NUT family member 2D,10q23.2,,protein_coding
ENSG00000252251,,,,,,
ENSG00000145416,55016.0,1-Mar,membrane associated ring-CH-type finger 1,4q32.2-q32.3,A8K0Z6,protein_coding
ENSG00000172053,5859.0,QARS,glutaminyl-tRNA synthetase,3p21.31,B7Z840,protein_coding
ENSG00000271555,,,,,,
ENSG00000259007,,,,,,
ENSG00000271024,,,,,,
ENSG00000067208,7813.0,EVI5,ecotropic viral integration site 5,1p22.1,O60447,protein_coding
ENSG00000243627,388820.0,LOC388820,putative uncharacterized protein LOC388820,21q22.12,A8MWV9,protein_coding
ENSG00000263785,100422853.0,MIR3182,microRNA 3182,16q23.3,,miRNA
ENSG00000249004,,,,,,
ENSG00000233634,,,,,,
ENSG00000269576,,,,,,
ENSG00000141076,84916.0,UTP4,"UTP4, small subunit processome component",16q22.1,Q969X6,protein_coding
ENSG00000264032,100616330.0,MIR4491,microRNA 4491,11q23.1,,miRNA
ENSG00000152953,55351.0,STK32B,serine/threonine kinase 32B,4p16.2,B2R9M8,protein_coding
ENSG00000105605,59284.0,CACNG7,calcium voltage-gated channel auxiliary subunit gamma 7,19q13.42,P62955,protein_coding
ENSG00000263533,100616389.0,MIR4463,microRNA 4463,6q14.1,,miRNA
ENSG00000221142,,,,,,
ENSG00000230174,,,,,,
ENSG00000263661,,,,,,
ENSG00000226407,,,,,,
ENSG00000242258,285972.0,LINC00996,long intergenic non-protein coding RNA 996,7q36.1,,lincRNA
ENSG00000182177,401036.0,ASB18,ankyrin repeat and SOCS box containing 18,2q37.2,Q6ZVZ8,protein_coding
ENSG00000258707,,,,,,
ENSG00000198276,54963.0,UCKL1,uridine-cytidine kinase 1 like 1,20q13.33,Q53HM1,protein_coding
ENSG00000224107,100129515.0,LINC00633,long intergenic non-protein coding RNA 633,Xq26.3,,protein_coding
ENSG00000126458,6237.0,RRAS,related RAS viral (r-ras) oncogene homolog,19q13.33,A0A024QZF2,protein_coding
ENSG00000201113,,,,,,
ENSG00000216097,,,,,,
ENSG00000260066,,,,,,
ENSG00000231977,,,,,,
ENSG00000264502,,,,,,
ENSG00000164707,26266.0,SLC13A4,solute carrier family 13 member 4,7q33,Q59HF0,protein_coding
ENSG00000269118,,,,,,
ENSG00000101846,412.0,STS,steroid sulfatase,Xp22.31,P08842,protein_coding
ENSG00000150782,3606.0,IL18,interleukin 18,11q23.1,A0A024R3E0,protein_coding
ENSG00000239107,,,,,,
ENSG00000273319,,,,,,
ENSG00000271787,,,,,,
ENSG00000119715,2103.0,ESRRB,estrogen related receptor beta,14q24.3,O95718,protein_coding
ENSG00000243979,,,,,,
ENSG00000173988,220416.0,LRRC63,leucine rich repeat containing 63,13q14.13,J3KQU2,protein_coding
ENSG00000264345,,,,,,
ENSG00000111834,345895.0,RSPH4A,radial spoke head 4 homolog A,6q22.1,B3KTA9,protein_coding
ENSG00000250894,,,,,,
ENSG00000081386,22869.0,ZNF510,zinc finger protein 510,9q22.33,Q6NUI8,protein_coding
ENSG00000064419,23534.0,TNPO3,transportin 3,7q32.1,B3KMX1,protein_coding
ENSG00000270748,,,,,,
ENSG00000196923,9260.0,PDLIM7,PDZ and LIM domain 7,5q35.3,Q9NR12,protein_coding
ENSG00000114573,523.0,ATP6V1A,ATPase H+ transporting V1 subunit A,3q13.31,P38606,protein_coding
ENSG00000226394,,,,,,
ENSG00000229306,,,,,,
ENSG00000159248,57369.0,GJD2,gap junction protein delta 2,15q14,Q9UKL4,protein_coding
ENSG00000134240,3158.0,HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2,1p12,P54868,protein_coding
ENSG00000127780,8388.0,OR1E2,olfactory receptor family 1 subfamily E member 2,17p13.2,A0A126GW81,protein_coding
ENSG00000269813,,,,,,
ENSG00000154678,5137.0,PDE1C,phosphodiesterase 1C,7p14.3,Q14123,protein_coding
ENSG00000273090,,,,,,
ENSG00000171711,1673.0,DEFB4A,defensin beta 4A,8p23.1,O15263,protein_coding
ENSG00000198900,7150.0,TOP1,topoisomerase (DNA) I,20q12,P11387,protein_coding
ENSG00000250535,,,,,,
ENSG00000139579,79035.0,NABP2,nucleic acid binding protein 2,12q13.3,A0A024RB89,protein_coding
ENSG00000235146,,,,,,
ENSG00000224910,102723617.0,LINC01766,long intergenic non-protein coding RNA 1766,19q13.12,,lincRNA
ENSG00000255663,,,,,,
ENSG00000177947,113746.0,ODF3,outer dense fiber of sperm tails 3,11p15.5,Q96PU9,protein_coding
ENSG00000204283,400624.0,LINC01973,long intergenic non-protein coding RNA 1973,17q25.3,,lincRNA
ENSG00000223462,,,,,,
ENSG00000186970,254950.0,KRTAP15-1,keratin associated protein 15-1,21q22.11,Q3LI76,protein_coding
ENSG00000124733,4201.0,MEA1,male-enhanced antigen 1,6p21.1,Q16626,protein_coding
ENSG00000264856,,,,,,
ENSG00000263730,100500822.0,MIR3937,microRNA 3937,Xp11.4,,miRNA
ENSG00000252857,,,,,,
ENSG00000201032,,,,,,
ENSG00000265149,,,,,,
ENSG00000229459,,,,,,
ENSG00000249873,440117.0,LINC02372,long intergenic non-protein coding RNA 2372,12q24.32,,lincRNA
ENSG00000180613,170825.0,GSX2,GS homeobox 2,4q12,B2LYG3,protein_coding
ENSG00000179772,2307.0,FOXS1,forkhead box S1,20q11.21,O43638,protein_coding
ENSG00000230661,,,,,,
ENSG00000226309,,,,,,
ENSG00000229796,,,,,,
ENSG00000175592,8061.0,FOSL1,"FOS like 1, AP-1 transcription factor subunit",11q13.1,E9PPX2,protein_coding
ENSG00000270149,,,,,,
ENSG00000217169,,,,,,
ENSG00000112234,26235.0,FBXL4,F-box and leucine rich repeat protein 4,6q16.1-q16.2,Q9UKA2,protein_coding
ENSG00000237948,,,,,,
ENSG00000027847,11285.0,B4GALT7,"beta-1,4-galactosyltransferase 7",5q35.3,Q9UBV7,protein_coding
ENSG00000223733,,,,,,
ENSG00000229367,,,,,,
ENSG00000163479,6746.0,SSR2,signal sequence receptor subunit 2,1q22,P43308,protein_coding
ENSG00000231537,,,,,,
ENSG00000214655,23053.0,ZSWIM8,zinc finger SWIM-type containing 8,10q22.2,A7E2V4,protein_coding
ENSG00000227660,,,,,,
ENSG00000169906,795.0,S100G,S100 calcium binding protein G,Xp22.2,P29377,protein_coding
ENSG00000229327,102031319.0,LOC102031319,uncharacterized LOC102031319,10p11.22,,antisense
ENSG00000265537,100422870.0,MIR3180-1,microRNA 3180-1,16p13.11,,miRNA
ENSG00000083097,23033.0,DOPEY1,dopey family member 1,6q14.1,Q5TA12,protein_coding
ENSG00000204314,80863.0,PRRT1,proline rich transmembrane protein 1,6p21.32,Q99946,protein_coding
ENSG00000264434,,,,,,
ENSG00000173068,54796.0,BNC2,basonuclin 2,9p22.3-p22.2,Q5H9S4,protein_coding
ENSG00000251010,,,,,,
ENSG00000254029,,,,,,
ENSG00000211792,,,,,,
ENSG00000270562,,,,,,
ENSG00000235481,,,,,,
ENSG00000155962,1193.0,CLIC2,chloride intracellular channel 2,Xq28,O15247,protein_coding
ENSG00000238934,,,,,,
ENSG00000226040,,,,,,
ENSG00000138061,1545.0,CYP1B1,cytochrome P450 family 1 subfamily B member 1,2p22.2,Q16678,protein_coding
ENSG00000115226,64838.0,FNDC4,fibronectin type III domain containing 4,2p23.3,Q9H6D8,protein_coding
ENSG00000188486,3014.0,H2AFX,H2A histone family member X,11q23.3,P16104,protein_coding
ENSG00000227803,,,,,,
ENSG00000264818,,,,,,
ENSG00000266179,,,,,,
ENSG00000227199,93653.0,ST7-AS1,ST7 antisense RNA 1,7q31.2,,antisense
ENSG00000236426,,,,,,
ENSG00000230298,,,,,,
ENSG00000237972,,,,,,
ENSG00000103599,64799.0,IQCH,IQ motif containing H,15q23,A0A024R5X4,protein_coding
ENSG00000250363,,,,,,
ENSG00000225127,,,,,,
ENSG00000229554,,,,,,
ENSG00000114739,93.0,ACVR2B,activin A receptor type 2B,3p22.2,Q13705,protein_coding
ENSG00000169371,10073.0,SNUPN,snurportin 1,15q24.2,O95149,protein_coding
ENSG00000237842,,,,,,
ENSG00000165714,118426.0,BORCS5,BLOC-1 related complex subunit 5,12p13.2,G3V1P3,protein_coding
ENSG00000111087,2735.0,GLI1,GLI family zinc finger 1,12q13.3,B4DNF7,protein_coding
ENSG00000271043,,,,,,
ENSG00000248418,,,,,,
ENSG00000229638,,,,,,
ENSG00000224769,,,,,,
ENSG00000075407,7587.0,ZNF37A,zinc finger protein 37A,10p11.1,P17032,protein_coding
ENSG00000265932,100422967.0,MIR3146,microRNA 3146,7p21.1,,miRNA
ENSG00000167325,6240.0,RRM1,ribonucleotide reductase catalytic subunit M1,11p15.4,P23921,protein_coding
ENSG00000215227,,,,,,
ENSG00000238960,,,,,,
ENSG00000228935,,,,,,
ENSG00000259405,,,,,,
ENSG00000199668,,,,,,
ENSG00000133624,79970.0,ZNF767P,"zinc finger family member 767, pseudogene",7q36.1,,transcribed_unprocessed_pseudogene
ENSG00000185414,51263.0,MRPL30,mitochondrial ribosomal protein L30,2q11.2,Q8TCC3,protein_coding
ENSG00000183036,5121.0,PCP4,Purkinje cell protein 4,21q22.2,P48539,protein_coding
ENSG00000258912,,,,,,
ENSG00000241990,,,,,,
ENSG00000226375,,,,,,
ENSG00000271927,,,,,,
ENSG00000204957,,,,,,
ENSG00000236485,,,,,,
ENSG00000254837,,,,,,
ENSG00000248642,,,,,,
ENSG00000176222,342908.0,ZNF404,zinc finger protein 404,19q13.31,Q494X3,protein_coding
ENSG00000238520,,,,,,
ENSG00000224318,,,,,,
ENSG00000158246,115572.0,FAM46B,family with sequence similarity 46 member B,1p36.11,Q96A09,protein_coding
ENSG00000256234,,,,,,
ENSG00000232620,,,,,,
ENSG00000083520,22894.0,DIS3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",13q21.33,Q9Y2L1,protein_coding
ENSG00000200761,,,,,,
ENSG00000206804,,,,,,
ENSG00000260368,,,,,,
ENSG00000256229,90649.0,ZNF486,zinc finger protein 486,19p12,Q4G180,protein_coding
ENSG00000234190,,,,,,
ENSG00000227893,,,,,,
ENSG00000212017,100422884.0,MIR548U,microRNA 548u,6p11.2,,miRNA
ENSG00000187764,10507.0,SEMA4D,semaphorin 4D,9q22.2,Q92854,protein_coding
ENSG00000207199,,,,,,
ENSG00000132321,79781.0,IQCA1,IQ motif containing with AAA domain 1,2q37.2-q37.3,Q86XH1,protein_coding
